,Year,County,State,Deaths,Population,Crude Rate,% Gun Ownership,Poverty %,"Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",# of Gun Laws,total_high_risk,total_dealer,total_ammo_regs,total_buyer,total_open_carry,total_background_checks,total_assault_large_mags,total_gun_trafficking,total_concealed_carry,total_syg,total_child_access_prev,total_preemption,total_immunity,total_domestic_violence,2013 Urbanization_Large Fringe Metro,2013 Urbanization_Medium Metro,2013 Urbanization_Micropolitan (Nonmetro),2013 Urbanization_NonCore (Nonmetro),2013 Urbanization_Small Metro,Education Year,Education Score
27396,2010,Douglas County,OR,13,107667,12.074266023944197,0.409,0.195,0.19,0.34700000000000003,0.33,0.133,0.109,0.324,0.395,0.172,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,2.406
27401,2010,Jackson County,OR,23,203206,11.318563428245229,0.409,0.157,0.15,0.301,0.326,0.223,0.10400000000000001,0.263,0.36,0.27399999999999997,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,2.622
27403,2010,Josephine County,OR,15,82713,18.134996917050522,0.409,0.188,0.182,0.31,0.36700000000000005,0.141,0.098,0.309,0.42100000000000004,0.172,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,2.467
27404,2010,Klamath County,OR,19,66380,28.623079240735162,0.409,0.174,0.185,0.341,0.315,0.159,0.126,0.301,0.379,0.19399999999999998,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,2.448
27406,2010,Lane County,OR,46,351715,13.078771164152794,0.409,0.191,0.125,0.259,0.36200000000000004,0.255,0.086,0.235,0.38299999999999995,0.29600000000000004,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,2.749
27407,2010,Lincoln County,OR,11,46034,23.895381674414562,0.409,0.17,0.151,0.29,0.35100000000000003,0.20800000000000002,0.094,0.275,0.39,0.24100000000000002,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,2.6160000000000005
27408,2010,Linn County,OR,14,116672,11.999451453647833,0.409,0.18100000000000002,0.18100000000000002,0.33,0.35600000000000004,0.134,0.10099999999999999,0.3,0.40399999999999997,0.195,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,2.4450000000000003
27410,2010,Marion County,OR,27,315335,8.562322609288534,0.409,0.179,0.207,0.263,0.332,0.198,0.147,0.27699999999999997,0.348,0.228,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,2.521
27412,2010,Multnomah County,OR,69,735334,9.383491039446021,0.409,0.18,0.14400000000000002,0.23,0.319,0.307,0.087,0.17300000000000001,0.295,0.445,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,2.789
27416,2010,Umatilla County,OR,11,75889,14.494854326714018,0.409,0.155,0.222,0.29600000000000004,0.322,0.16,0.17800000000000002,0.285,0.374,0.162,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,2.42
27420,2010,Washington County,OR,36,529710,6.7961714900605985,0.409,0.09699999999999999,0.111,0.201,0.34299999999999997,0.345,0.084,0.175,0.304,0.43700000000000006,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,2.9219999999999997
27422,2010,Yamhill County,OR,12,99193,12.097627856804412,0.409,0.147,0.172,0.308,0.313,0.20600000000000002,0.11699999999999999,0.256,0.36200000000000004,0.265,24.0,4.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,2.551
27424,2010,Allegheny County,PA,138,1223348,11.280518707677619,0.355,0.11900000000000001,0.13699999999999998,0.33899999999999997,0.24100000000000002,0.28300000000000003,0.057,0.278,0.258,0.40700000000000003,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,0,0,2.67
27426,2010,Beaver County,PA,21,170539,12.313898873571441,0.355,0.151,0.16399999999999998,0.424,0.254,0.158,0.069,0.382,0.312,0.237,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.406
27428,2010,Berks County,PA,43,411442,10.45104777830168,0.355,0.13699999999999998,0.22,0.39399999999999996,0.20199999999999999,0.185,0.135,0.37200000000000005,0.247,0.245,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.354
27430,2010,Bradford County,PA,10,62622,15.968828846092428,0.355,0.109,0.183,0.47100000000000003,0.19699999999999998,0.14800000000000002,0.111,0.467,0.243,0.17800000000000002,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0,2.308
27431,2010,Bucks County,PA,43,625249,6.877260099576329,0.355,0.064,0.114,0.322,0.252,0.312,0.061,0.28800000000000003,0.24600000000000002,0.405,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.762
27432,2010,Butler County,PA,16,183862,8.702178808019058,0.355,0.09300000000000001,0.132,0.39,0.243,0.235,0.054000000000000006,0.332,0.26,0.354,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.581
27433,2010,Cambria County,PA,17,143679,11.831930901523535,0.355,0.13699999999999998,0.2,0.474,0.19,0.13699999999999998,0.087,0.449,0.25,0.214,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,1,0,2.266
27437,2010,Chester County,PA,38,498886,7.616970610520239,0.355,0.064,0.107,0.26,0.209,0.425,0.067,0.214,0.2,0.518,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.9539999999999997
27442,2010,Crawford County,PA,12,88765,13.518841885878443,0.355,0.19699999999999998,0.184,0.48200000000000004,0.187,0.147,0.107,0.46299999999999997,0.222,0.20800000000000002,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0,2.297
27443,2010,Cumberland County,PA,17,235406,7.221566145297911,0.355,0.07400000000000001,0.139,0.358,0.223,0.27899999999999997,0.077,0.32899999999999996,0.23600000000000002,0.358,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.6399999999999997
27444,2010,Dauphin County,PA,27,268100,10.070869078701977,0.355,0.139,0.166,0.374,0.225,0.235,0.10300000000000001,0.336,0.256,0.305,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.529
27445,2010,Delaware County,PA,56,558979,10.018265444676812,0.355,0.1,0.135,0.331,0.23399999999999999,0.3,0.07200000000000001,0.305,0.24,0.38299999999999995,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.699
27447,2010,Erie County,PA,37,280566,13.187627866526949,0.355,0.172,0.154,0.41700000000000004,0.221,0.209,0.087,0.39,0.24600000000000002,0.27699999999999997,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.487
27448,2010,Fayette County,PA,11,136606,8.0523549478061,0.355,0.207,0.24,0.479,0.16699999999999998,0.115,0.114,0.49200000000000005,0.23199999999999998,0.162,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.159
27450,2010,Franklin County,PA,13,149618,8.688794129048643,0.355,0.095,0.21100000000000002,0.449,0.192,0.14800000000000002,0.126,0.42700000000000005,0.237,0.21,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,1,0,2.277
27457,2010,Lackawanna County,PA,16,214437,7.461398919029832,0.355,0.136,0.18,0.406,0.21899999999999997,0.196,0.091,0.368,0.264,0.27699999999999997,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.433
27458,2010,Lancaster County,PA,18,519445,3.46523693557547,0.355,0.105,0.226,0.38799999999999996,0.18,0.205,0.151,0.358,0.221,0.26899999999999996,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.362
27459,2010,Lawrence County,PA,12,91108,13.17118145497651,0.355,0.162,0.184,0.457,0.20800000000000002,0.151,0.098,0.434,0.254,0.214,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0,2.326
27460,2010,Lebanon County,PA,11,133568,8.235505510301868,0.355,0.11,0.214,0.466,0.166,0.154,0.13,0.442,0.225,0.203,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,1,0,2.2600000000000002
27461,2010,Lehigh County,PA,30,349497,8.583764667507875,0.355,0.132,0.18899999999999997,0.35,0.228,0.233,0.114,0.32899999999999996,0.262,0.294,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.505
27462,2010,Luzerne County,PA,27,320918,8.413364161561521,0.355,0.159,0.18899999999999997,0.414,0.233,0.16399999999999998,0.107,0.389,0.273,0.23199999999999998,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.372
27463,2010,Lycoming County,PA,12,116111,10.334938119558009,0.355,0.171,0.19399999999999998,0.419,0.23600000000000002,0.151,0.102,0.391,0.27899999999999997,0.228,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,1,0,2.3440000000000003
27465,2010,Mercer County,PA,12,116638,10.288242253810937,0.355,0.166,0.171,0.452,0.205,0.17300000000000001,0.102,0.435,0.23800000000000002,0.226,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.382
27466,2010,Mifflin County,PA,10,46682,21.421532924896105,0.355,0.166,0.228,0.521,0.14300000000000002,0.109,0.14800000000000002,0.518,0.209,0.125,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0,2.1350000000000002
27468,2010,Montgomery County,PA,48,799874,6.0009451488609455,0.355,0.057999999999999996,0.115,0.273,0.225,0.387,0.057999999999999996,0.23800000000000002,0.217,0.48700000000000004,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.8840000000000003
27470,2010,Northampton County,PA,27,297735,9.06846692528591,0.355,0.106,0.193,0.365,0.23,0.212,0.094,0.348,0.266,0.292,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.461
27473,2010,Philadelphia County,PA,297,1526006,19.462570920428885,0.355,0.264,0.28800000000000003,0.33299999999999996,0.2,0.179,0.161,0.33,0.223,0.28600000000000003,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,0,0,0,0,2.27
27476,2010,Schuylkill County,PA,17,148289,11.464100506443499,0.355,0.13,0.228,0.483,0.182,0.107,0.114,0.466,0.258,0.162,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0,2.168
27485,2010,Washington County,PA,16,207820,7.698970262727361,0.355,0.106,0.174,0.426,0.212,0.188,0.071,0.382,0.251,0.295,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.4139999999999997
27487,2010,Westmoreland County,PA,31,365169,8.489220059753155,0.355,0.10400000000000001,0.14400000000000002,0.41200000000000003,0.242,0.20199999999999999,0.06,0.375,0.28,0.285,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,2.502
27489,2010,York County,PA,47,434972,10.805293214275862,0.355,0.092,0.193,0.41600000000000004,0.20800000000000002,0.184,0.106,0.402,0.25,0.242,38.0,5.0,10.0,0.0,3.0,1.0,6.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,5.0,0,1,0,0,0,0,2.3850000000000002
27491,2010,Kent County,RI,10,166158,6.0183680593170354,0.091,0.102,0.161,0.311,0.28,0.248,0.084,0.284,0.31,0.321,44.0,5.0,8.0,1.0,9.0,3.0,9.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,1,0,0,0,0,0,2.615
27493,2010,Providence County,RI,31,626667,4.946805879358575,0.091,0.175,0.275,0.281,0.231,0.213,0.152,0.309,0.259,0.281,44.0,5.0,8.0,1.0,9.0,3.0,9.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0,0,0,0,0,0,2.382
27496,2010,Aiken County,SC,28,160099,17.489178570759343,0.418,0.177,0.223,0.318,0.26,0.19899999999999998,0.127,0.322,0.287,0.264,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.435
27498,2010,Anderson County,SC,39,187126,20.84157198892725,0.418,0.187,0.266,0.326,0.248,0.159,0.155,0.313,0.318,0.214,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.298
27501,2010,Beaufort County,SC,15,162233,9.245961056012032,0.418,0.13,0.122,0.242,0.304,0.332,0.071,0.22899999999999998,0.29600000000000004,0.40299999999999997,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.846
27502,2010,Berkeley County,SC,21,177843,11.80816787840961,0.418,0.15,0.198,0.34299999999999997,0.315,0.14400000000000002,0.11199999999999999,0.297,0.353,0.23800000000000002,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.4050000000000002
27504,2010,Charleston County,SC,63,350209,17.989257843173647,0.418,0.187,0.185,0.22899999999999998,0.278,0.307,0.085,0.22699999999999998,0.26,0.428,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.705
27510,2010,Darlington County,SC,12,68681,17.472081070456166,0.418,0.23199999999999998,0.307,0.325,0.233,0.135,0.179,0.354,0.295,0.172,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.196
27512,2010,Dorchester County,SC,13,136555,9.519973636996081,0.418,0.11699999999999999,0.17800000000000002,0.297,0.311,0.214,0.099,0.27699999999999997,0.345,0.27899999999999997,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.561
27515,2010,Florence County,SC,22,136885,16.071885159075137,0.418,0.217,0.26899999999999996,0.309,0.235,0.187,0.154,0.331,0.285,0.231,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.34
27517,2010,Greenville County,SC,53,451225,11.74580309158402,0.418,0.154,0.205,0.263,0.26899999999999996,0.262,0.122,0.247,0.289,0.342,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.586
27518,2010,Greenwood County,SC,12,69661,17.226281563572158,0.418,0.221,0.26899999999999996,0.297,0.245,0.18899999999999997,0.163,0.308,0.294,0.235,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.3539999999999996
27520,2010,Horry County,SC,33,269291,12.254401372492953,0.418,0.195,0.18899999999999997,0.322,0.302,0.187,0.102,0.32799999999999996,0.335,0.23600000000000002,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.487
27526,2010,Lexington County,SC,28,262391,10.671097712955094,0.418,0.129,0.17,0.295,0.289,0.24600000000000002,0.10400000000000001,0.287,0.308,0.301,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.611
27530,2010,Newberry County,SC,10,37508,26.660978991148554,0.418,0.19,0.309,0.335,0.20800000000000002,0.14800000000000002,0.19,0.36,0.28,0.171,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.1950000000000003
27531,2010,Oconee County,SC,11,74273,14.81022713502888,0.418,0.136,0.261,0.332,0.225,0.182,0.161,0.299,0.295,0.24600000000000002,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.3280000000000003
27532,2010,Orangeburg County,SC,14,92501,15.134971513821473,0.418,0.267,0.285,0.315,0.237,0.163,0.14400000000000002,0.32299999999999995,0.33799999999999997,0.195,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2.278
27533,2010,Pickens County,SC,14,119224,11.742602160638798,0.418,0.17,0.263,0.308,0.23800000000000002,0.191,0.151,0.301,0.302,0.245,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.357
27534,2010,Richland County,SC,51,384504,13.263841208413957,0.418,0.17,0.14800000000000002,0.228,0.298,0.325,0.08900000000000001,0.22399999999999998,0.309,0.377,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.798
27536,2010,Spartanburg County,SC,45,284307,15.827960620033977,0.418,0.172,0.26899999999999996,0.299,0.25,0.182,0.147,0.294,0.32,0.23800000000000002,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.3449999999999998
27537,2010,Sumter County,SC,14,107456,13.028588445503276,0.418,0.209,0.257,0.29600000000000004,0.28800000000000003,0.158,0.16399999999999998,0.31,0.342,0.185,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2.345
27539,2010,Williamsburg County,SC,10,34423,29.050344246579325,0.418,0.322,0.345,0.35100000000000003,0.18899999999999997,0.115,0.193,0.419,0.261,0.127,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,2.0740000000000003
27540,2010,York County,SC,22,226073,9.731369955722267,0.418,0.131,0.228,0.285,0.278,0.209,0.10400000000000001,0.259,0.317,0.32,12.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2.468
27589,2010,Minnehaha County,SD,15,169468,8.851228550522812,0.523,0.11699999999999999,0.115,0.308,0.317,0.26,0.078,0.272,0.331,0.319,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,2.722
27607,2010,Anderson County,TN,20,75129,26.62087875520771,0.43799999999999994,0.162,0.21100000000000002,0.32899999999999996,0.252,0.20800000000000002,0.132,0.331,0.302,0.235,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.457
27612,2010,Bradley County,TN,12,98963,12.12574396491618,0.43799999999999994,0.191,0.267,0.293,0.281,0.159,0.157,0.32299999999999995,0.301,0.21899999999999997,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,0,0,1,0,2.3320000000000003
27617,2010,Cheatham County,TN,15,39105,38.358266206367475,0.43799999999999994,0.122,0.24600000000000002,0.371,0.23199999999999998,0.151,0.15,0.364,0.29,0.196,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.288
27619,2010,Claiborne County,TN,11,32213,34.147704342967124,0.43799999999999994,0.251,0.397,0.345,0.16899999999999998,0.08900000000000001,0.196,0.384,0.268,0.152,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,0,1,0,0,1.95
27621,2010,Cocke County,TN,11,35662,30.845157310302284,0.43799999999999994,0.319,0.38799999999999996,0.381,0.16899999999999998,0.062,0.214,0.45399999999999996,0.22399999999999998,0.10800000000000001,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,1.9049999999999998
27624,2010,Cumberland County,TN,11,56053,19.624284159634634,0.43799999999999994,0.179,0.275,0.35600000000000004,0.233,0.13699999999999998,0.14,0.4,0.278,0.183,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.234
27625,2010,Davidson County,TN,85,626681,13.563519557797347,0.43799999999999994,0.2,0.185,0.24600000000000002,0.264,0.305,0.114,0.22699999999999998,0.256,0.40299999999999997,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,0,0,0,0,2.689
27632,2010,Franklin County,TN,10,41052,24.359349118191563,0.43799999999999994,0.14800000000000002,0.262,0.355,0.23,0.153,0.128,0.4,0.265,0.207,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.274
27636,2010,Greene County,TN,11,68831,15.981171274571052,0.43799999999999994,0.226,0.304,0.375,0.19399999999999998,0.128,0.16399999999999998,0.424,0.258,0.153,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.148
27638,2010,Hamblen County,TN,14,62544,22.38424149398823,0.43799999999999994,0.20600000000000002,0.307,0.33,0.23,0.133,0.187,0.40299999999999997,0.249,0.161,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,0,0,1,0,2.189
27639,2010,Hamilton County,TN,36,336463,10.699542000160493,0.43799999999999994,0.156,0.193,0.272,0.29600000000000004,0.239,0.10800000000000001,0.275,0.305,0.312,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.5810000000000004
27646,2010,Henry County,TN,11,32330,34.02412619857718,0.43799999999999994,0.203,0.295,0.401,0.183,0.121,0.14,0.47200000000000003,0.218,0.171,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,0,2.13
27653,2010,Knox County,TN,61,432226,14.112987187258518,0.43799999999999994,0.129,0.175,0.272,0.263,0.29,0.09,0.258,0.285,0.36700000000000005,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.668
27666,2010,Maury County,TN,17,80956,20.999061218439646,0.43799999999999994,0.14300000000000002,0.221,0.364,0.27899999999999997,0.136,0.106,0.358,0.318,0.218,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.33
27669,2010,Montgomery County,TN,22,172331,12.76613029576803,0.43799999999999994,0.157,0.157,0.305,0.34600000000000003,0.193,0.075,0.29100000000000004,0.36200000000000004,0.272,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.577
27681,2010,Rutherford County,TN,32,262604,12.185648352652663,0.43799999999999994,0.14400000000000002,0.182,0.318,0.27,0.22899999999999998,0.08800000000000001,0.28300000000000003,0.31,0.32,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.544
27685,2010,Shelby County,TN,165,927644,17.78699587341696,0.43799999999999994,0.204,0.192,0.262,0.293,0.253,0.11800000000000001,0.275,0.295,0.311,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,0,0,0,0,0,2.607
27688,2010,Sullivan County,TN,21,156823,13.39089291749297,0.43799999999999994,0.18,0.242,0.33,0.24600000000000002,0.18100000000000002,0.134,0.34700000000000003,0.29,0.228,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,2.3640000000000003
27689,2010,Sumner County,TN,12,160645,7.469887017958854,0.43799999999999994,0.133,0.203,0.321,0.29,0.18600000000000003,0.10099999999999999,0.311,0.319,0.26899999999999996,24.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,2.459
